flight_id,flight_date,airline,flight_number,origin_airport,destination_airport,distance_miles,aircraft_type,scheduled_departure,actual_departure,scheduled_arrival,actual_arrival,departure_delay_minutes,arrival_delay_minutes,delay_reason,cancelled,cancellation_reason,diverted,seats_available,passengers,ticket_price_avg,revenue,fuel_cost,weather_condition,customer_satisfaction_score,had_valid_delay_data,survey_responded,is_delay_outlier,delay_category,route,month,month_name,day_of_week,is_weekend,quarter,load_factor,rasm,operating_margin,is_on_time
FL107753,2025-08-31,Summit Airlines,SU162,ATL,DEN,1197.0,Airbus A320,2025-08-31 17:45:00,2025-08-31 18:07:00,2025-08-31 20:19:00,2025-08-31 20:50:00,22.0,31.0,Air Traffic Control,False,Not Cancelled,False,180,177,359.84,63691.68,14015.05,Clear,2.0,True,True,True,Moderate Delay,ATL-DEN,8,August,Sunday,True,3,0.983,0.2956,49676.630000000005,False
FL110186,2025-09-18,Coastal Express,CO259,MIA,DFW,1120.0,Boeing 737,2025-09-18 16:45:00,2025-09-18 17:27:00,2025-09-18 19:05:00,2025-09-18 19:39:00,42.0,34.0,Air Traffic Control,False,Not Cancelled,False,140,125,356.8,44600.0,11718.01,Clear,4.0,True,True,True,Moderate Delay,MIA-DFW,9,September,Thursday,False,3,0.893,0.2844,32881.99,False
FL107714,2025-09-13,Bluewing Airlines,BL910,JFK,DEN,1621.0,Embraer E190,2025-09-13 06:45:00,2025-09-13 06:47:00,2025-09-13 10:28:00,2025-09-13 10:36:00,2.0,8.0,No Delay,False,Not Cancelled,False,140,108,357.97,38660.76,21540.92,Storm,2.0,True,True,False,Minor Delay,JFK-DEN,9,September,Saturday,True,3,0.771,0.1704,17119.840000000004,True
FL105730,2025-09-11,Coastal Express,CO209,DFW,JFK,1389.0,Boeing 737,2025-09-11 09:30:00,2025-09-11 09:30:00,2025-09-11 12:43:00,2025-09-11 12:43:00,0.0,0.0,No Delay,False,Not Cancelled,False,180,178,309.8,55144.4,15372.68,Clear,3.0,True,True,False,On-Time / Early,DFW-JFK,9,September,Thursday,False,3,0.989,0.2206,39771.72,True
FL101781,2025-05-13,Bluewing Airlines,BL347,BOS,LAX,2605.0,Boeing 787,2025-05-13 16:15:00,2025-05-13 16:48:00,2025-05-13 22:09:00,2025-05-13 22:32:00,33.0,23.0,Late Aircraft Arrival,False,Not Cancelled,False,140,92,392.79,36136.68,32410.73,Storm,4.0,True,True,True,Moderate Delay,BOS-LAX,5,May,Tuesday,False,2,0.657,0.0991,3725.9500000000007,False
FL111730,2025-09-10,Skylink Air,SK709,JFK,LAX,2470.0,Airbus A320,2025-09-10 19:00:00,2025-09-10 20:51:00,2025-09-11 00:26:00,2025-09-11 02:25:00,111.0,119.0,Late Aircraft Arrival,False,Not Cancelled,False,140,109,488.61,53258.49,24777.94,Clear,5.0,True,True,True,Severe Delay,JFK-LAX,9,September,Wednesday,False,3,0.779,0.154,28480.55,False
FL100105,2025-08-01,Summit Airlines,SU337,ATL,SEA,2178.0,Embraer E190,2025-08-01 16:45:00,2025-08-01 16:42:00,2025-08-01 21:43:00,2025-08-01 21:32:00,-3.0,-11.0,No Delay,False,Not Cancelled,False,140,117,349.65,40909.05,26232.45,Snow,5.0,True,True,False,On-Time / Early,ATL-SEA,8,August,Friday,False,3,0.836,0.1342,14676.600000000002,True
FL100475,2025-12-05,Skylink Air,SK317,DFW,DEN,641.0,Airbus A321,2025-12-05 20:45:00,2025-12-05 20:47:00,2025-12-05 22:11:00,2025-12-05 22:08:00,2.0,-3.0,No Delay,False,Not Cancelled,False,160,124,336.55,41732.2,8502.14,Rain,3.0,True,True,False,Minor Delay,DFW-DEN,12,December,Friday,False,4,0.775,0.4069,33230.06,True
FL111444,2025-02-11,Skylink Air,SK156,JFK,LAX,2470.0,Boeing 737,2025-02-11 13:15:00,2025-02-11 13:18:00,2025-02-11 18:52:00,2025-02-11 18:47:00,3.0,-5.0,Airline Operations,False,Not Cancelled,False,140,109,434.05,47311.45,31943.25,Clear,,True,False,False,Minor Delay,JFK-LAX,2,February,Tuesday,False,1,0.779,0.1368,15368.199999999997,True
FL107620,2025-05-24,Summit Airlines,SU744,DEN,BOS,1749.0,Airbus A320,2025-05-24 06:15:00,2025-05-24 06:15:00,2025-05-24 10:07:00,2025-05-24 10:13:00,0.0,6.0,No Delay,False,Not Cancelled,False,220,184,399.28,73467.52,21697.57,Rain,2.0,True,True,False,On-Time / Early,DEN-BOS,5,May,Saturday,True,2,0.836,0.1909,51769.950000000004,True
FL105236,2025-04-06,Summit Airlines,SU969,ATL,BOS,945.0,Airbus A320,2025-04-06 08:30:00,2025-04-06 08:25:00,2025-04-06 10:37:00,2025-04-06 10:27:00,-5.0,-10.0,No Delay,False,Not Cancelled,False,250,230,359.11,82595.3,9835.31,Clear,2.0,True,True,False,On-Time / Early,ATL-BOS,4,April,Sunday,True,2,0.92,0.3496,72759.99,True
FL110348,2025-03-17,Bluewing Airlines,BL841,DFW,MIA,1120.0,Embraer E190,2025-03-17 17:45:00,2025-03-17 17:47:00,2025-03-17 20:13:00,2025-03-17 20:22:00,2.0,9.0,No Delay,False,Not Cancelled,False,250,140,302.38,42333.2,10950.7,Rain,3.0,True,True,False,Minor Delay,DFW-MIA,3,March,Monday,False,1,0.56,0.1512,31382.499999999996,True
FL101925,2025-04-11,Bluewing Airlines,BL876,LAX,BOS,2605.0,Boeing 787,2025-04-11 06:00:00,2025-04-11 06:02:00,2025-04-11 11:52:00,2025-04-11 11:49:00,2.0,-3.0,No Delay,False,Not Cancelled,False,160,135,348.71,47075.85,26152.34,Clear,2.0,True,True,False,Minor Delay,LAX-BOS,4,April,Friday,False,2,0.844,0.1129,20923.51,True
FL102470,2025-02-05,Summit Airlines,SU854,DFW,DEN,641.0,Boeing 787,2025-02-05 22:45:00,2025-02-05 22:45:00,2025-02-06 00:21:00,2025-02-06 00:11:00,0.0,-10.0,No Delay,False,Not Cancelled,False,180,170,283.39,48176.3,7437.19,Rain,2.0,True,True,False,On-Time / Early,DFW-DEN,2,February,Wednesday,False,1,0.944,0.4175,40739.11,True
FL110337,2025-04-18,Coastal Express,CO245,LAX,SEA,955.0,Airbus A321,2025-04-18 12:15:00,2025-04-18 12:12:00,2025-04-18 14:28:00,2025-04-18 14:16:00,-3.0,-12.0,No Delay,False,Not Cancelled,False,160,130,284.02,36922.6,10382.68,Clear,5.0,True,True,False,On-Time / Early,LAX-SEA,4,April,Friday,False,2,0.812,0.2416,26539.92,True
FL111867,2025-05-11,Bluewing Airlines,BL251,BOS,SEA,2489.0,Airbus A321,2025-05-11 12:30:00,2025-05-11 13:15:00,2025-05-11 18:10:00,2025-05-11 19:01:00,45.0,51.0,Weather,False,Not Cancelled,False,220,180,338.295,80128.8,30995.9,Storm,1.0,True,True,True,Moderate Delay,BOS-SEA,5,May,Sunday,True,2,0.818,0.1463,49132.9,False
FL110507,2025-03-15,Coastal Express,CO588,DEN,LAX,861.0,Boeing 737,2025-03-15 16:00:00,2025-03-15 15:55:00,2025-03-15 17:44:00,2025-03-15 17:44:00,-5.0,0.0,No Delay,False,Not Cancelled,False,220,121,331.48,40109.08,8344.22,Clear,2.0,True,True,False,On-Time / Early,DEN-LAX,3,March,Saturday,True,1,0.55,0.2117,31764.86,True
FL103528,2025-06-18,Skylink Air,SK598,DFW,ATL,730.0,Airbus A321,2025-06-18 14:30:00,2025-06-18 14:39:00,2025-06-18 15:58:00,2025-06-18 16:01:00,9.0,3.0,Late Aircraft Arrival,False,Not Cancelled,False,140,91,239.21,21768.11,7030.39,Clear,,True,False,False,Minor Delay,DFW-ATL,6,June,Wednesday,False,2,0.65,0.213,14737.720000000001,True
FL100751,2025-04-02,Bluewing Airlines,BL417,MIA,LAX,2338.0,Boeing 737,2025-04-02 14:00:00,2025-04-02 14:00:00,2025-04-02 19:18:00,2025-04-02 19:20:00,0.0,2.0,No Delay,False,Not Cancelled,False,250,226,462.82,104597.32,26131.36,Clear,5.0,True,True,False,On-Time / Early,MIA-LAX,4,April,Wednesday,False,2,0.904,0.179,78465.96,True
FL111514,2025-11-07,Coastal Express,CO781,LAX,JFK,2470.0,Embraer E190,2025-11-07 13:30:00,2025-11-07 13:30:00,2025-11-07 19:03:00,2025-11-07 19:03:00,0.0,0.0,No Delay,False,Not Cancelled,False,140,126,397.87,50131.62,25352.07,Clear,,True,False,False,On-Time / Early,LAX-JFK,11,November,Friday,False,4,0.9,0.145,24779.550000000003,True
FL104070,2025-09-24,Bluewing Airlines,BL879,LAX,BOS,2605.0,Airbus A320,2025-09-24 18:45:00,2025-09-24 18:47:00,2025-09-25 00:29:00,2025-09-25 00:21:00,2.0,-8.0,No Delay,False,Not Cancelled,False,250,169,468.48,79173.12,29625.73,Rain,4.0,True,True,False,Minor Delay,LAX-BOS,9,September,Wednesday,False,3,0.676,0.1216,49547.39,True
FL107176,2025-11-30,Coastal Express,CO932,DEN,DFW,641.0,Airbus A321,2025-11-30 21:30:00,2025-11-30 21:33:00,2025-11-30 22:58:00,2025-11-30 23:06:00,3.0,8.0,Late Aircraft Arrival,False,Not Cancelled,False,140,86,290.68,24998.48,7015.06,Windy,2.0,True,True,False,Minor Delay,DEN-DFW,11,November,Sunday,True,4,0.614,0.2786,17983.42,True
FL104594,2025-02-07,Skylink Air,SK876,LAX,JFK,2470.0,Airbus A321,2025-02-07 09:15:00,2025-02-07 09:45:00,2025-02-07 14:56:00,2025-02-07 15:33:00,30.0,37.0,Late Aircraft Arrival,False,Not Cancelled,False,220,212,486.65,103169.8,25089.97,Rain,5.0,True,True,True,Moderate Delay,LAX-JFK,2,February,Friday,False,1,0.964,0.1899,78079.83,False
FL101127,2025-06-24,Bluewing Airlines,BL285,JFK,ORD,738.0,Boeing 737,2025-06-24 15:00:00,2025-06-24 15:00:00,2025-06-24 16:37:00,2025-06-24 16:41:00,0.0,4.0,No Delay,False,Not Cancelled,False,220,220,317.44,69836.8,9663.62,Clear,3.0,True,True,False,On-Time / Early,JFK-ORD,6,June,Tuesday,False,2,1.0,0.4301,60173.18,True
FL100810,2025-03-29,Summit Airlines,SU503,DEN,DFW,641.0,Airbus A321,2025-03-29 19:30:00,2025-03-29 19:32:00,2025-03-29 21:01:00,2025-03-29 21:06:00,2.0,5.0,No Delay,False,Not Cancelled,False,180,157,262.37,41192.09,7086.37,Rain,,True,False,False,Minor Delay,DEN-DFW,3,March,Saturday,True,1,0.872,0.357,34105.719999999994,True
FL103291,2025-06-09,Falcon Jet,FA702,ATL,BOS,945.0,Airbus A321,2025-06-09 12:15:00,2025-06-09 12:17:00,2025-06-09 14:24:00,2025-06-09 14:20:00,2.0,-4.0,No Delay,False,Not Cancelled,False,220,187,314.67,58843.29,12342.0,Rain,4.0,True,True,False,Minor Delay,ATL-BOS,6,June,Monday,False,2,0.85,0.283,46501.29,True
FL109370,2025-12-15,Falcon Jet,FA832,ORD,BOS,864.0,Airbus A321,2025-12-15 19:45:00,2025-12-15 19:45:00,2025-12-15 21:43:00,2025-12-15 21:37:00,0.0,-6.0,No Delay,False,Not Cancelled,False,220,178,294.02,52335.56,11241.42,Rain,2.0,True,True,False,On-Time / Early,ORD-BOS,12,December,Monday,False,4,0.809,0.2753,41094.14,True
FL105789,2025-06-30,Bluewing Airlines,BL875,DFW,ATL,730.0,Boeing 787,2025-06-30 21:15:00,2025-06-30 21:12:00,2025-06-30 22:42:00,2025-06-30 22:44:00,-3.0,2.0,No Delay,False,Not Cancelled,False,220,134,340.11,45574.74,7621.46,Fog,,True,False,False,On-Time / Early,DFW-ATL,6,June,Monday,False,2,0.609,0.2838,37953.28,True
FL103092,2025-08-06,Skylink Air,SK579,ATL,MIA,596.0,Boeing 787,2025-08-06 08:00:00,2025-08-06 08:00:00,2025-08-06 09:26:00,2025-08-06 09:21:00,0.0,-5.0,No Delay,False,Not Cancelled,False,180,113,219.85,24843.05,6506.2,Windy,3.0,True,True,False,On-Time / Early,ATL-MIA,8,August,Wednesday,False,3,0.628,0.2316,18336.85,True
FL101753,2025-05-26,Horizon Airways,HO862,MIA,DEN,1708.0,Airbus A320,2025-05-26 15:15:00,2025-05-26 15:15:00,2025-05-26 19:12:00,2025-05-26 19:06:00,0.0,-6.0,No Delay,False,Not Cancelled,False,180,141,320.97,45256.77,22604.32,Clear,,True,False,False,On-Time / Early,MIA-DEN,5,May,Monday,False,2,0.783,0.1472,22652.449999999997,True
FL106742,2025-12-02,Summit Airlines,SU451,SEA,ATL,2178.0,Boeing 787,2025-12-02 12:15:00,2025-12-02 12:16:00,2025-12-02 17:04:00,2025-12-02 17:10:00,1.0,6.0,Airline Operations,False,Not Cancelled,False,220,131,408.22,53476.82,26395.24,Clear,3.0,True,True,False,Minor Delay,SEA-ATL,12,December,Tuesday,False,4,0.595,0.1116,27081.579999999998,True
FL101009,2025-08-06,Coastal Express,CO772,ATL,JFK,759.0,Boeing 787,2025-08-06 06:45:00,2025-08-06 06:45:00,2025-08-06 08:31:00,2025-08-06 08:38:00,0.0,7.0,No Delay,False,Not Cancelled,False,250,193,279.88,54016.84,8854.28,Clear,,True,False,False,On-Time / Early,ATL-JFK,8,August,Wednesday,False,3,0.772,0.2847,45162.56,True
FL107766,2025-12-17,Horizon Airways,HO178,DEN,SEA,1022.0,Embraer E190,2025-12-17 08:00:00,2025-12-17 08:00:00,2025-12-17 10:22:00,2025-12-17 10:19:00,0.0,-3.0,No Delay,False,Not Cancelled,False,250,207,325.82,67444.74,12125.13,Clear,1.0,True,True,False,On-Time / Early,DEN-SEA,12,December,Wednesday,False,4,0.828,0.264,55319.61000000001,True
FL101089,2025-12-05,Coastal Express,CO584,SEA,BOS,2489.0,Embraer E190,2025-12-05 18:15:00,2025-12-05 18:15:00,2025-12-05 23:53:00,2025-12-06 00:00:00,0.0,7.0,No Delay,False,Not Cancelled,False,220,184,442.51,81421.84,26595.48,Clear,3.0,True,True,False,On-Time / Early,SEA-BOS,12,December,Friday,False,4,0.836,0.1487,54826.36,True
FL103323,2025-08-21,Coastal Express,CO611,JFK,DEN,1621.0,Embraer E190,2025-08-21 13:45:00,2025-08-21 14:06:00,2025-08-21 17:28:00,2025-08-21 17:48:00,21.0,20.0,Weather,False,Not Cancelled,False,250,183,342.32,62644.56,21069.28,Rain,,True,False,True,Moderate Delay,JFK-DEN,8,August,Thursday,False,3,0.732,0.1546,41575.28,False
FL111119,2025-06-06,Horizon Airways,HO489,LAX,ORD,1742.0,Embraer E190,2025-06-06 17:15:00,2025-06-06 17:15:00,2025-06-06 21:12:00,2025-06-06 21:21:00,0.0,9.0,No Delay,False,Not Cancelled,False,250,199,424.15,84405.85,18220.45,Fog,3.0,True,True,False,On-Time / Early,LAX-ORD,6,June,Friday,False,2,0.796,0.1938,66185.40000000001,True
FL101500,2025-08-26,Horizon Airways,HO918,ATL,LAX,1942.0,Embraer E190,2025-08-26 15:15:00,2025-08-26 15:12:00,2025-08-26 19:34:00,2025-08-26 19:31:00,-3.0,-3.0,No Delay,False,Not Cancelled,False,250,209,373.64,78090.76,21414.86,Clear,3.0,True,True,False,On-Time / Early,ATL-LAX,8,August,Tuesday,False,3,0.836,0.1608,56675.899999999994,True
FL102430,2025-06-12,Horizon Airways,HO219,LAX,DFW,1232.0,Airbus A320,2025-06-12 16:45:00,2025-06-12 16:45:00,2025-06-12 19:28:00,2025-06-12 19:20:00,0.0,-8.0,No Delay,False,Not Cancelled,False,140,95,318.4,30248.0,13472.32,Rain,2.0,True,True,False,On-Time / Early,LAX-DFW,6,June,Thursday,False,2,0.679,0.1754,16775.68,True
FL109779,2025-07-26,Skylink Air,SK637,JFK,ATL,759.0,Airbus A321,2025-07-26 19:15:00,2025-07-26 19:15:00,2025-07-26 20:54:00,2025-07-26 20:52:00,0.0,-2.0,No Delay,False,Not Cancelled,False,220,123,275.64,33903.72,9738.17,Clear,3.0,True,True,False,On-Time / Early,JFK-ATL,7,July,Saturday,True,3,0.559,0.203,24165.550000000003,True
FL100029,2025-07-16,Skylink Air,SK587,ORD,DEN,886.0,Embraer E190,2025-07-16 09:15:00,2025-07-16 09:12:00,2025-07-16 11:05:00,2025-07-16 10:56:00,-3.0,-9.0,No Delay,False,Not Cancelled,False,250,167,294.04,49104.68,11798.16,Fog,,True,False,False,On-Time / Early,ORD-DEN,7,July,Wednesday,False,3,0.668,0.2217,37306.520000000004,True
FL102421,2025-02-17,Falcon Jet,FA497,ORD,DEN,886.0,Embraer E190,2025-02-17 07:15:00,2025-02-17 07:25:00,2025-02-17 09:23:00,2025-02-17 09:31:00,10.0,8.0,Air Traffic Control,False,Not Cancelled,False,250,187,371.99,69562.13,11292.26,Clear,3.0,True,True,False,Minor Delay,ORD-DEN,2,February,Monday,False,1,0.748,0.3141,58269.87,True
FL100974,2025-03-07,Falcon Jet,FA674,DEN,LAX,861.0,Airbus A321,2025-03-07 21:00:00,2025-03-07 21:11:00,2025-03-07 23:07:00,2025-03-07 23:14:00,11.0,7.0,Late Aircraft Arrival,False,Not Cancelled,False,180,95,293.59,27891.05,10092.44,Clear,3.0,True,True,True,Minor Delay,DEN-LAX,3,March,Friday,False,1,0.528,0.18,17798.61,True
FL108123,2025-12-07,Falcon Jet,FA887,BOS,JFK,186.0,Embraer E190,2025-12-07 20:30:00,2025-12-07 20:27:00,2025-12-07 21:15:00,2025-12-07 21:18:00,-3.0,3.0,No Delay,False,Not Cancelled,False,180,145,241.42,35005.9,1790.69,Clear,,True,False,False,On-Time / Early,BOS-JFK,12,December,Sunday,True,4,0.806,1.0456,33215.21,True
FL103892,2025-12-25,Summit Airlines,SU617,ORD,DEN,886.0,Airbus A321,2025-12-25 21:30:00,2025-12-25 22:27:00,2025-12-25 23:22:00,2025-12-26 00:26:00,57.0,64.0,Airline Operations,False,Not Cancelled,False,220,140,308.67,43213.8,11446.59,Clear,,True,False,True,Moderate Delay,ORD-DEN,12,December,Thursday,False,4,0.636,0.2217,31767.210000000003,False
FL106198,2025-08-22,Falcon Jet,FA612,ORD,MIA,1199.0,Embraer E190,2025-08-22 07:15:00,2025-08-22 07:18:00,2025-08-22 10:05:00,2025-08-22 10:14:00,3.0,9.0,Airline Operations,False,Not Cancelled,False,220,180,257.94,46429.2,15913.71,Fog,1.0,True,True,False,Minor Delay,ORD-MIA,8,August,Friday,False,3,0.818,0.176,30515.489999999998,True
FL101406,2025-05-20,Skylink Air,SK340,LAX,MIA,2338.0,Boeing 737,2025-05-20 22:15:00,2025-05-20 22:17:00,2025-05-21 03:33:00,2025-05-21 03:30:00,2.0,-3.0,No Delay,False,Not Cancelled,False,220,148,447.54,66235.92,24865.7,Rain,4.0,True,True,False,Minor Delay,LAX-MIA,5,May,Tuesday,False,2,0.673,0.1288,41370.22,True
FL103473,2025-04-01,Summit Airlines,SU652,LAX,ORD,1742.0,Embraer E190,2025-04-01 05:45:00,2025-04-01 05:42:00,2025-04-01 09:36:00,2025-04-01 09:37:00,-3.0,1.0,No Delay,False,Not Cancelled,False,160,138,373.25,51508.5,18837.85,Rain,1.0,True,True,False,On-Time / Early,LAX-ORD,4,April,Tuesday,False,2,0.862,0.1848,32670.65,True
FL110236,2025-06-10,Coastal Express,CO126,LAX,SEA,955.0,Boeing 737,2025-06-10 06:00:00,2025-06-10 06:00:00,2025-06-10 08:16:00,2025-06-10 08:17:00,0.0,1.0,No Delay,False,Not Cancelled,False,140,78,266.64,20797.92,11011.27,Clear,1.0,True,True,False,On-Time / Early,LAX-SEA,6,June,Tuesday,False,2,0.557,0.1556,9786.649999999998,True
FL105588,2025-08-08,Bluewing Airlines,BL904,SEA,ATL,2178.0,Boeing 787,2025-08-08 06:00:00,2025-08-08 05:55:00,2025-08-08 10:50:00,2025-08-08 10:50:00,-5.0,0.0,No Delay,False,Not Cancelled,False,140,95,460.45,43742.75,22532.64,Clear,1.0,True,True,False,On-Time / Early,SEA-ATL,8,August,Friday,False,3,0.679,0.1435,21210.11,True
FL104287,2025-05-16,Skylink Air,SK784,BOS,SEA,2489.0,Embraer E190,2025-05-16 22:15:00,2025-05-16 22:15:00,2025-05-17 03:56:00,2025-05-17 03:46:00,0.0,-10.0,No Delay,False,Not Cancelled,False,220,152,440.6,66971.2,29038.65,Clear,1.0,True,True,False,On-Time / Early,BOS-SEA,5,May,Friday,False,2,0.691,0.1223,37932.549999999996,True
FL109741,2025-03-11,Bluewing Airlines,BL679,LAX,SEA,955.0,Airbus A320,2025-03-11 09:00:00,2025-03-11 08:57:00,2025-03-11 10:57:00,2025-03-11 10:56:00,-3.0,-1.0,No Delay,False,Not Cancelled,False,160,119,261.09,31069.71,11793.62,Fog,4.0,True,True,False,On-Time / Early,LAX-SEA,3,March,Tuesday,False,1,0.744,0.2033,19276.089999999997,True
FL105913,2025-01-09,Coastal Express,CO489,LAX,ORD,1742.0,Embraer E190,2025-01-09 21:15:00,2025-01-09 23:05:00,2025-01-10 01:07:00,2025-01-10 02:48:00,110.0,101.0,Air Traffic Control,False,Not Cancelled,False,140,126,420.75,53014.5,20955.85,Fog,2.0,True,True,True,Severe Delay,LAX-ORD,1,January,Thursday,False,1,0.9,0.2174,32058.65,False
FL106090,2025-01-09,Horizon Airways,HO901,BOS,DFW,1559.0,Airbus A321,2025-01-09 13:00:00,2025-01-09 13:00:00,2025-01-09 16:41:00,2025-01-09 16:45:00,0.0,4.0,No Delay,False,Not Cancelled,False,140,126,329.82,41557.32,18484.57,Clear,,True,False,False,On-Time / Early,BOS-DFW,1,January,Thursday,False,1,0.9,0.1904,23072.75,True
FL109954,2025-11-15,Horizon Airways,HO119,SEA,BOS,2489.0,Embraer E190,2025-11-15 20:00:00,2025-11-15 20:07:00,2025-11-16 01:42:00,2025-11-16 01:55:00,7.0,13.0,Weather,False,Not Cancelled,False,180,116,516.34,59895.44,24385.98,Clear,3.0,True,True,False,Minor Delay,SEA-BOS,11,November,Saturday,True,4,0.644,0.1337,35509.46000000001,True
FL109881,2025-04-07,Horizon Airways,HO261,DFW,LAX,1232.0,Airbus A320,2025-04-07 19:00:00,2025-04-07 19:00:00,2025-04-07 21:43:00,2025-04-07 21:41:00,0.0,-2.0,No Delay,False,Not Cancelled,False,250,146,333.04,48623.84,12155.55,Fog,4.0,True,True,False,On-Time / Early,DFW-LAX,4,April,Monday,False,2,0.584,0.1579,36468.28999999999,True
FL108269,2025-09-16,Falcon Jet,FA887,BOS,ATL,945.0,Boeing 787,2025-09-16 15:15:00,2025-09-16 15:15:00,2025-09-16 17:25:00,2025-09-16 17:33:00,0.0,8.0,No Delay,False,Not Cancelled,False,180,149,202.14,30118.86,9910.99,Clear,3.0,True,True,False,On-Time / Early,BOS-ATL,9,September,Tuesday,False,3,0.828,0.1771,20207.870000000003,True
FL108263,2025-07-18,Horizon Airways,HO572,LAX,JFK,2470.0,Boeing 787,2025-07-18 16:45:00,2025-07-18 16:45:00,2025-07-18 22:08:00,2025-07-18 22:13:00,0.0,5.0,No Delay,False,Not Cancelled,False,140,127,394.77,50135.79,27795.69,Storm,2.0,True,True,False,On-Time / Early,LAX-JFK,7,July,Friday,False,3,0.907,0.145,22340.100000000002,True
FL111871,2025-08-11,Skylink Air,SK142,JFK,BOS,186.0,Embraer E190,2025-08-11 14:30:00,2025-08-11 14:30:00,2025-08-11 15:15:00,2025-08-11 15:20:00,0.0,5.0,No Delay,False,Not Cancelled,False,160,108,180.75,19521.0,2457.24,Clear,,True,False,False,On-Time / Early,JFK-BOS,8,August,Monday,False,3,0.675,0.6559,17063.760000000002,True
FL109379,2025-02-04,Horizon Airways,HO145,ATL,ORD,606.0,Airbus A321,2025-02-04 21:30:00,2025-02-04 21:32:00,2025-02-04 22:54:00,2025-02-04 22:54:00,2.0,0.0,No Delay,False,Not Cancelled,False,160,160,255.64,40902.4,6069.92,Clear,4.0,True,True,False,Minor Delay,ATL-ORD,2,February,Tuesday,False,1,1.0,0.4218,34832.48,True
FL104313,2025-02-21,Skylink Air,SK603,LAX,DEN,861.0,Airbus A321,2025-02-21 09:45:00,2025-02-21 09:40:00,2025-02-21 11:39:00,2025-02-21 11:31:00,-5.0,-8.0,No Delay,False,Not Cancelled,False,180,144,364.96,52554.24,10159.47,Storm,2.0,True,True,False,On-Time / Early,LAX-DEN,2,February,Friday,False,1,0.8,0.3391,42394.77,True
FL111490,2025-08-16,Bluewing Airlines,BL811,LAX,MIA,2338.0,Airbus A320,2025-08-16 07:45:00,2025-08-16 07:45:00,2025-08-16 12:53:00,2025-08-16 13:01:00,0.0,8.0,No Delay,False,Not Cancelled,False,160,133,448.91,59705.03,30739.03,Snow,2.0,True,True,False,On-Time / Early,LAX-MIA,8,August,Saturday,True,3,0.831,0.1596,28966.0,True
FL109492,2025-03-03,Coastal Express,CO912,DEN,LAX,861.0,Embraer E190,2025-03-03 17:00:00,2025-03-03 17:57:00,2025-03-03 18:56:00,2025-03-03 19:43:00,57.0,47.0,Airline Operations,False,Not Cancelled,False,220,151,337.74,45423.82,9385.86,Clear,2.0,True,True,True,Moderate Delay,DEN-LAX,3,March,Monday,False,1,0.686,0.2398,36037.96,False
FL102565,2025-09-17,Falcon Jet,FA269,ORD,DFW,802.0,Boeing 737,2025-09-17 15:30:00,2025-09-17 15:25:00,2025-09-17 17:26:00,2025-09-17 17:21:00,-5.0,-5.0,No Delay,False,Not Cancelled,False,220,151,270.51,40847.01,10226.95,Clear,,True,False,False,On-Time / Early,ORD-DFW,9,September,Wednesday,False,3,0.686,0.2315,30620.06,True
FL108097,2025-04-03,Falcon Jet,FA418,SEA,DFW,1658.0,Boeing 737,2025-04-03 13:15:00,2025-04-03 13:17:00,2025-04-03 17:06:00,2025-04-03 17:00:00,2.0,-6.0,No Delay,False,Not Cancelled,False,220,202,354.86,71681.72,17674.37,Clear,3.0,True,True,False,Minor Delay,SEA-DFW,4,April,Thursday,False,2,0.918,0.1965,54007.350000000006,True
FL110674,2025-03-12,Horizon Airways,HO524,ATL,BOS,945.0,Boeing 787,2025-03-12 13:00:00,2025-03-12 13:02:00,2025-03-12 15:04:00,2025-03-12 15:15:00,2.0,11.0,No Delay,False,Not Cancelled,False,180,130,324.92,42239.6,12052.98,Clear,1.0,True,True,False,Minor Delay,ATL-BOS,3,March,Wednesday,False,1,0.722,0.2483,30186.62,True
FL107842,2025-02-20,Skylink Air,SK910,ATL,DEN,1197.0,Embraer E190,2025-02-20 13:30:00,2025-02-20 13:32:00,2025-02-20 16:23:00,2025-02-20 16:25:00,2.0,2.0,Security,False,Not Cancelled,False,220,190,325.04,61757.6,12691.48,Clear,,True,False,False,Minor Delay,ATL-DEN,2,February,Thursday,False,1,0.864,0.2345,49066.119999999995,True
FL103302,2025-06-19,Bluewing Airlines,BL485,ATL,BOS,945.0,Boeing 787,2025-06-19 20:45:00,2025-06-19 21:09:00,2025-06-19 22:47:00,2025-06-19 23:16:00,24.0,29.0,Security,False,Not Cancelled,False,250,238,279.26,66463.88,10344.06,Clear,5.0,True,True,True,Moderate Delay,ATL-BOS,6,June,Thursday,False,2,0.952,0.2813,56119.82000000001,False
FL108780,2025-07-27,Horizon Airways,HO268,DFW,ATL,730.0,Airbus A321,2025-07-27 21:15:00,2025-07-27 21:17:00,2025-07-27 22:48:00,2025-07-27 22:45:00,2.0,-3.0,No Delay,False,Not Cancelled,False,180,115,337.84,38851.6,7251.37,Rain,1.0,True,True,False,Minor Delay,DFW-ATL,7,July,Sunday,True,3,0.639,0.2957,31600.23,True
FL109113,2025-07-14,Horizon Airways,HO338,JFK,SEA,2415.0,Boeing 787,2025-07-14 09:00:00,2025-07-14 09:00:00,2025-07-14 14:20:00,2025-07-14 14:15:00,0.0,-5.0,No Delay,False,Not Cancelled,False,250,196,472.9,92688.4,25384.27,Rain,4.0,True,True,False,On-Time / Early,JFK-SEA,7,July,Monday,False,3,0.784,0.1535,67304.12999999999,True
